SS_delay,correct,trial_condition,worker_id,correct_response
0.15,0,crit_stop,s471,71.0
0.1,1,noncrit_nosignal,s471,89.0
0.1,0,crit_go,s471,71.0
0.1,1,noncrit_nosignal,s471,89.0
0.1,1,crit_go,s471,71.0
0.1,1,noncrit_signal,s471,89.0
0.1,1,noncrit_signal,s471,89.0
0.1,1,crit_go,s471,71.0
0.1,0,crit_stop,s471,71.0
0.05,1,noncrit_signal,s471,89.0
0.05,1,noncrit_nosignal,s471,89.0
0.05,1,crit_stop,s471,71.0
0.1,1,crit_go,s471,71.0
0.1,1,crit_go,s471,71.0
0.1,1,noncrit_nosignal,s471,89.0
0.1,1,crit_go,s471,71.0
0.1,1,crit_stop,s471,71.0
0.15,1,crit_stop,s471,71.0
0.2,1,crit_go,s471,71.0
0.2,1,crit_stop,s471,71.0
0.25,1,crit_go,s471,71.0
0.25,0,crit_stop,s471,71.0
0.2,1,noncrit_nosignal,s471,89.0
0.2,1,crit_go,s471,71.0
0.2,1,noncrit_signal,s471,89.0
0.2,1,crit_go,s471,71.0
0.2,1,noncrit_signal,s471,89.0
0.2,1,noncrit_nosignal,s471,89.0
0.2,0,crit_stop,s471,71.0
0.15,1,crit_go,s471,71.0
0.15,1,crit_go,s471,71.0
0.15,0,crit_stop,s471,71.0
0.1,1,noncrit_nosignal,s471,89.0
0.1,1,noncrit_signal,s471,89.0
0.1,0,crit_stop,s471,71.0
0.05,0,crit_stop,s471,71.0
0.0,1,crit_go,s471,71.0
0.0,1,crit_go,s471,71.0
0.0,1,crit_go,s471,71.0
0.0,1,crit_go,s471,71.0
0.0,1,noncrit_signal,s471,89.0
0.0,0,noncrit_nosignal,s471,89.0
0.0,1,noncrit_signal,s471,89.0
0.0,1,crit_stop,s471,71.0
0.05,1,crit_go,s471,71.0
0.05,1,crit_go,s471,71.0
0.05,1,noncrit_signal,s471,89.0
0.05,1,crit_go,s471,71.0
0.05,1,noncrit_nosignal,s471,89.0
0.05,1,crit_go,s471,71.0
0.05,1,noncrit_nosignal,s471,89.0
0.05,1,noncrit_nosignal,s471,89.0
0.05,1,noncrit_signal,s471,89.0
0.05,1,noncrit_signal,s471,89.0
0.05,1,noncrit_nosignal,s471,89.0
0.05,1,noncrit_signal,s471,89.0
0.05,1,crit_stop,s471,71.0
0.1,1,noncrit_nosignal,s471,89.0
0.1,0,crit_stop,s471,71.0
0.05,1,noncrit_nosignal,s471,89.0
0.05,1,crit_stop,s471,71.0
0.1,1,crit_go,s471,71.0
0.1,1,noncrit_nosignal,s471,89.0
0.1,1,crit_stop,s471,71.0
0.15,1,noncrit_nosignal,s471,89.0
0.15,1,crit_go,s471,71.0
0.15,1,crit_stop,s471,71.0
0.2,1,noncrit_nosignal,s471,89.0
0.2,1,crit_go,s471,71.0
0.2,1,noncrit_nosignal,s471,89.0
0.2,1,noncrit_nosignal,s471,89.0
0.2,0,crit_go,s471,71.0
0.2,1,noncrit_signal,s471,89.0
0.2,1,crit_go,s471,71.0
0.2,1,crit_go,s471,71.0
0.2,1,noncrit_nosignal,s471,89.0
0.2,1,noncrit_signal,s471,89.0
0.2,1,crit_go,s471,71.0
0.2,1,crit_go,s471,71.0
0.2,1,crit_stop,s471,71.0
0.25,1,noncrit_nosignal,s471,89.0
0.25,1,noncrit_nosignal,s471,89.0
0.25,1,noncrit_nosignal,s471,89.0
0.25,1,noncrit_nosignal,s471,89.0
0.25,1,crit_go,s471,71.0
0.25,1,crit_go,s483,71.0
0.25,1,crit_go,s483,71.0
0.25,1,noncrit_signal,s483,89.0
0.25,0,crit_stop,s483,71.0
0.2,1,crit_go,s483,71.0
0.2,1,crit_stop,s483,71.0
0.25,1,crit_go,s483,71.0
0.25,1,noncrit_nosignal,s483,89.0
0.25,1,noncrit_signal,s483,89.0
0.25,1,noncrit_signal,s483,89.0
0.25,1,noncrit_signal,s483,89.0
0.25,1,noncrit_signal,s483,89.0
0.25,1,crit_go,s483,71.0
0.25,1,noncrit_nosignal,s483,89.0
0.25,1,noncrit_nosignal,s483,89.0
0.25,1,crit_stop,s483,71.0
0.3,1,crit_stop,s483,71.0
0.35,1,noncrit_signal,s483,89.0
0.35,1,crit_go,s483,71.0
0.35,1,noncrit_nosignal,s483,89.0
0.35,1,crit_stop,s483,71.0
0.4,1,crit_go,s483,71.0
0.4,1,noncrit_nosignal,s483,89.0
0.4,0,crit_stop,s483,71.0
0.35,1,noncrit_nosignal,s483,89.0
0.35,1,crit_go,s483,71.0
0.35,1,noncrit_nosignal,s483,89.0
0.35,1,crit_go,s483,71.0
0.35,1,noncrit_nosignal,s483,89.0
0.35,1,noncrit_signal,s483,89.0
0.35,0,crit_go,s483,71.0
0.35,0,crit_go,s483,71.0
0.35,1,noncrit_nosignal,s483,89.0
0.35,1,noncrit_nosignal,s483,89.0
0.35,1,crit_stop,s483,71.0
0.4,1,noncrit_signal,s483,89.0
0.4,1,crit_go,s483,71.0
0.4,1,noncrit_signal,s483,89.0
0.4,1,noncrit_nosignal,s483,89.0
0.4,1,noncrit_nosignal,s483,89.0
0.4,1,noncrit_nosignal,s483,89.0
0.4,0,crit_stop,s483,71.0
0.35,1,noncrit_nosignal,s483,89.0
0.35,0,crit_stop,s483,71.0
0.3,1,noncrit_nosignal,s483,89.0
0.3,1,noncrit_signal,s483,89.0
0.3,1,noncrit_signal,s483,89.0
0.3,1,crit_go,s483,71.0
0.3,1,noncrit_nosignal,s483,89.0
0.3,1,noncrit_signal,s483,89.0
0.3,1,crit_stop,s483,71.0
0.35,1,noncrit_nosignal,s483,89.0
0.35,1,noncrit_nosignal,s483,89.0
0.35,1,crit_stop,s483,71.0
0.4,1,noncrit_signal,s483,89.0
0.4,1,noncrit_nosignal,s483,89.0
0.4,1,noncrit_signal,s483,89.0
0.4,1,noncrit_nosignal,s483,89.0
0.4,1,noncrit_signal,s483,89.0
0.4,1,crit_go,s483,71.0
0.4,1,noncrit_signal,s483,89.0
0.4,1,noncrit_nosignal,s483,89.0
0.4,1,crit_go,s483,71.0
0.4,1,noncrit_nosignal,s483,89.0
0.4,1,crit_stop,s483,71.0
0.45,1,noncrit_signal,s483,89.0
0.45,1,crit_go,s483,71.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,noncrit_signal,s483,89.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,0,crit_stop,s483,71.0
0.4,1,crit_go,s483,71.0
0.4,0,crit_stop,s483,71.0
0.35,1,noncrit_signal,s483,89.0
0.35,1,crit_go,s483,71.0
0.35,1,crit_go,s483,71.0
0.35,1,noncrit_signal,s483,89.0
0.35,1,crit_go,s483,71.0
0.35,1,crit_stop,s483,71.0
0.4,1,noncrit_nosignal,s483,89.0
0.4,1,crit_go,s483,71.0
0.4,1,noncrit_nosignal,s483,89.0
0.4,1,crit_go,s483,71.0
0.4,1,noncrit_signal,s483,89.0
0.4,1,crit_stop,s483,71.0
0.45,1,noncrit_signal,s483,89.0
0.45,1,crit_go,s483,71.0
0.45,1,crit_go,s483,71.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,noncrit_signal,s483,89.0
0.45,0,crit_stop,s483,71.0
0.4,1,crit_go,s483,71.0
0.4,1,crit_stop,s483,71.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,noncrit_signal,s483,89.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,crit_go,s483,71.0
0.45,1,noncrit_signal,s483,89.0
0.45,1,crit_stop,s483,71.0
0.5,1,noncrit_nosignal,s483,89.0
0.5,1,noncrit_nosignal,s483,89.0
0.5,1,noncrit_nosignal,s483,89.0
0.5,1,noncrit_nosignal,s483,89.0
0.5,1,noncrit_signal,s483,89.0
0.5,1,noncrit_signal,s483,89.0
0.5,1,noncrit_nosignal,s483,89.0
0.5,1,crit_stop,s483,71.0
0.55,1,noncrit_signal,s483,89.0
0.55,1,crit_go,s483,71.0
0.55,0,crit_stop,s483,71.0
0.5,1,noncrit_nosignal,s483,89.0
0.5,1,crit_go,s483,71.0
0.5,1,noncrit_nosignal,s483,89.0
0.5,1,noncrit_nosignal,s483,89.0
0.5,1,crit_stop,s483,71.0
0.55,0,crit_stop,s483,71.0
0.5,1,noncrit_nosignal,s483,89.0
0.5,1,crit_stop,s483,71.0
0.55,1,crit_go,s483,71.0
0.55,1,crit_stop,s483,71.0
0.6,1,crit_go,s483,71.0
0.6,0,crit_go,s483,71.0
0.6,1,noncrit_signal,s483,89.0
0.6,1,noncrit_nosignal,s483,89.0
0.6,1,noncrit_signal,s483,89.0
0.6,1,noncrit_nosignal,s483,89.0
0.6,0,crit_stop,s483,71.0
0.55,1,crit_go,s483,71.0
0.55,1,noncrit_nosignal,s483,89.0
0.55,1,crit_stop,s483,71.0
0.6,1,crit_go,s483,71.0
0.6,1,noncrit_signal,s483,89.0
0.6,0,crit_stop,s483,71.0
0.55,0,crit_stop,s483,71.0
0.5,1,noncrit_nosignal,s483,89.0
0.5,1,crit_go,s483,71.0
0.5,1,crit_go,s483,71.0
0.5,1,crit_go,s483,71.0
0.5,1,noncrit_signal,s483,89.0
0.5,1,crit_go,s483,71.0
0.5,1,noncrit_signal,s483,89.0
0.5,1,crit_stop,s483,71.0
0.55,1,noncrit_nosignal,s483,89.0
0.55,1,noncrit_nosignal,s483,89.0
0.55,1,noncrit_signal,s483,89.0
0.55,1,crit_go,s483,71.0
0.55,1,noncrit_nosignal,s483,89.0
0.55,1,crit_go,s483,71.0
0.55,1,crit_go,s483,71.0
0.55,1,noncrit_nosignal,s483,89.0
0.55,1,noncrit_signal,s483,89.0
0.55,1,noncrit_signal,s483,89.0
0.55,1,crit_go,s483,71.0
0.55,1,noncrit_signal,s483,89.0
0.55,1,crit_stop,s483,71.0
0.6,1,crit_go,s483,71.0
0.6,1,crit_stop,s483,71.0
0.65,1,crit_go,s483,71.0
0.65,0,crit_stop,s483,71.0
0.6,1,crit_go,s483,71.0
0.6,1,crit_go,s483,71.0
0.6,1,crit_stop,s483,71.0
0.65,1,crit_go,s483,71.0
0.65,1,noncrit_nosignal,s483,89.0
0.65,1,crit_stop,s483,71.0
0.7,1,noncrit_nosignal,s483,89.0
0.7,1,crit_go,s483,71.0
0.7,0,crit_go,s483,71.0
0.7,1,crit_go,s483,71.0
0.7,1,crit_go,s483,71.0
0.7,1,noncrit_signal,s483,89.0
0.7,1,noncrit_nosignal,s483,89.0
0.7,1,noncrit_nosignal,s483,89.0
0.7,1,crit_go,s483,71.0
0.7,1,noncrit_signal,s483,89.0
0.7,1,noncrit_nosignal,s483,89.0
0.7,1,noncrit_nosignal,s483,89.0
0.7,0,crit_stop,s483,71.0
0.65,1,noncrit_nosignal,s483,89.0
0.65,1,noncrit_nosignal,s483,89.0
0.65,1,crit_go,s483,71.0
0.65,1,crit_go,s483,71.0
0.65,1,crit_go,s483,71.0
0.65,1,noncrit_signal,s483,89.0
0.65,0,noncrit_nosignal,s483,89.0
0.65,0,crit_stop,s483,71.0
0.6,1,noncrit_nosignal,s483,89.0
0.6,1,noncrit_nosignal,s483,89.0
0.6,0,crit_stop,s483,71.0
0.55,0,crit_go,s483,71.0
0.55,1,crit_go,s483,71.0
0.55,1,crit_go,s483,71.0
0.55,0,crit_stop,s483,71.0
0.5,1,noncrit_nosignal,s483,89.0
0.5,0,crit_stop,s483,71.0
0.45,1,noncrit_signal,s483,89.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,crit_go,s483,71.0
0.45,1,crit_go,s483,71.0
0.45,1,crit_go,s483,71.0
0.45,1,noncrit_signal,s483,89.0
0.45,1,crit_go,s483,71.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,crit_stop,s483,71.0
0.5,1,crit_go,s483,71.0
0.5,1,noncrit_signal,s483,89.0
0.5,1,crit_go,s483,71.0
0.5,0,crit_stop,s483,71.0
0.45,1,crit_go,s483,71.0
0.45,1,crit_go,s483,71.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,crit_go,s483,71.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,noncrit_signal,s483,89.0
0.45,1,crit_go,s483,71.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,noncrit_nosignal,s483,89.0
0.45,1,crit_stop,s483,71.0
0.5,1,crit_stop,s483,71.0
0.55,1,noncrit_signal,s483,89.0
0.55,1,noncrit_nosignal,s483,89.0
0.55,1,crit_go,s483,71.0
0.55,1,noncrit_nosignal,s483,89.0
0.55,1,noncrit_signal,s483,89.0
0.55,0,crit_stop,s483,71.0
0.5,1,crit_go,s483,71.0
0.5,1,noncrit_nosignal,s483,89.0
0.5,1,crit_go,s483,71.0
0.5,1,crit_go,s483,71.0
0.5,1,noncrit_nosignal,s483,89.0
0.5,1,noncrit_signal,s483,89.0
0.5,1,noncrit_signal,s483,89.0
0.5,1,noncrit_signal,s483,89.0
0.5,1,crit_go,s483,71.0
0.5,1,crit_go,s483,71.0
0.5,1,crit_go,s483,71.0
0.5,1,crit_stop,s483,71.0
0.55,0,crit_stop,s483,71.0
0.5,1,crit_stop,s483,71.0
0.55,1,noncrit_nosignal,s483,89.0
0.55,1,crit_go,s483,71.0
0.55,1,noncrit_nosignal,s483,89.0
0.55,1,noncrit_nosignal,s483,89.0
0.55,0,crit_stop,s483,71.0
0.5,1,crit_stop,s483,71.0
0.0,1,noncrit_nosignal,s491,89.0
0.0,1,noncrit_nosignal,s491,89.0
0.0,1,noncrit_signal,s491,89.0
0.0,0,crit_stop,s491,71.0
0.0,1,noncrit_nosignal,s491,89.0
0.0,0,crit_stop,s491,71.0
0.0,1,crit_go,s491,71.0
0.0,1,crit_go,s491,71.0
0.0,1,noncrit_signal,s491,89.0
0.0,1,noncrit_signal,s491,89.0
0.0,1,noncrit_signal,s491,89.0
0.0,1,noncrit_signal,s491,89.0
0.0,1,noncrit_nosignal,s491,89.0
0.0,1,crit_go,s491,71.0
0.0,1,noncrit_nosignal,s491,89.0
0.0,0,crit_stop,s491,71.0
0.0,1,crit_stop,s491,71.0
0.05,1,noncrit_signal,s491,89.0
0.05,1,noncrit_nosignal,s491,89.0
0.05,1,crit_go,s491,71.0
0.05,0,crit_stop,s491,71.0
0.0,1,crit_go,s491,71.0
0.0,1,crit_go,s491,71.0
0.0,0,crit_stop,s491,71.0
0.0,1,noncrit_nosignal,s491,89.0
0.0,1,crit_go,s491,71.0
0.0,1,crit_go,s491,71.0
0.0,1,crit_go,s491,71.0
0.0,1,noncrit_nosignal,s491,89.0
0.0,1,noncrit_signal,s491,89.0
0.0,1,crit_go,s491,71.0
0.0,1,crit_go,s491,71.0
0.0,1,crit_go,s491,71.0
0.0,1,noncrit_nosignal,s491,89.0
0.0,0,crit_stop,s491,71.0
0.0,1,noncrit_signal,s491,89.0
0.0,1,crit_go,s491,71.0
0.0,1,noncrit_signal,s491,89.0
0.0,1,crit_go,s491,71.0
0.0,1,noncrit_nosignal,s491,89.0
0.0,1,crit_go,s491,71.0
0.0,1,crit_stop,s491,71.0
0.05,1,crit_go,s491,71.0
0.05,1,crit_stop,s491,71.0
0.1,1,crit_go,s491,71.0
0.1,1,noncrit_signal,s491,89.0
0.1,1,noncrit_signal,s491,89.0
0.1,1,crit_go,s491,71.0
0.1,1,noncrit_nosignal,s491,89.0
0.1,1,noncrit_signal,s491,89.0
0.1,0,crit_stop,s491,71.0
0.05,1,noncrit_nosignal,s491,89.0
0.05,1,crit_go,s491,71.0
0.05,1,crit_stop,s491,71.0
0.1,1,noncrit_signal,s491,89.0
0.1,1,noncrit_nosignal,s491,89.0
0.1,1,noncrit_signal,s491,89.0
0.1,1,noncrit_nosignal,s491,89.0
0.1,1,noncrit_signal,s491,89.0
0.1,1,noncrit_nosignal,s491,89.0
0.1,1,noncrit_signal,s491,89.0
0.1,1,crit_go,s491,71.0
0.1,1,noncrit_nosignal,s491,89.0
0.1,1,crit_go,s491,71.0
0.1,0,crit_stop,s491,71.0
0.05,1,noncrit_signal,s491,89.0
0.05,1,noncrit_nosignal,s491,89.0
0.05,1,noncrit_nosignal,s491,89.0
0.05,1,noncrit_nosignal,s491,89.0
0.05,1,noncrit_nosignal,s491,89.0
0.05,1,crit_go,s491,71.0
0.05,1,noncrit_signal,s491,89.0
0.05,1,crit_go,s491,71.0
0.05,0,crit_stop,s491,71.0
0.0,1,crit_go,s491,71.0
0.0,1,crit_stop,s491,71.0
0.05,1,noncrit_signal,s491,89.0
0.05,1,noncrit_nosignal,s491,89.0
0.05,0,crit_go,s491,71.0
0.05,1,noncrit_signal,s491,89.0
0.05,1,crit_go,s491,71.0
0.05,0,crit_stop,s491,71.0
0.0,1,crit_go,s491,71.0
0.0,1,crit_go,s491,71.0
0.0,1,crit_go,s491,71.0
0.0,1,crit_go,s491,71.0
0.0,1,noncrit_signal,s491,89.0
0.0,0,crit_stop,s491,71.0
0.0,1,noncrit_signal,s491,89.0
0.0,1,crit_go,s491,71.0
0.0,1,noncrit_nosignal,s491,89.0
0.0,1,crit_go,s491,71.0
0.0,0,noncrit_signal,s491,89.0
0.0,1,crit_stop,s491,71.0
0.05,1,noncrit_nosignal,s491,89.0
0.05,1,crit_stop,s491,71.0
0.1,1,crit_go,s491,71.0
0.1,1,noncrit_signal,s491,89.0
0.1,1,noncrit_nosignal,s491,89.0
0.1,1,noncrit_nosignal,s491,89.0
0.1,1,noncrit_nosignal,s491,89.0
0.1,1,noncrit_nosignal,s491,89.0
0.1,1,noncrit_signal,s491,89.0
0.1,0,crit_stop,s491,71.0
0.05,1,noncrit_nosignal,s491,89.0
0.05,1,crit_go,s491,71.0
0.05,1,noncrit_nosignal,s491,89.0
0.05,0,crit_go,s491,71.0
0.05,1,noncrit_signal,s491,89.0
0.05,1,noncrit_signal,s491,89.0
0.05,1,noncrit_nosignal,s491,89.0
0.05,0,crit_stop,s491,71.0
0.0,1,noncrit_signal,s491,89.0
0.0,1,crit_go,s491,71.0
0.0,1,crit_stop,s491,71.0
0.05,0,crit_go,s491,71.0
0.05,1,crit_go,s491,71.0
0.05,1,noncrit_nosignal,s491,89.0
0.05,1,noncrit_nosignal,s491,89.0
0.05,0,crit_stop,s491,71.0
0.0,1,crit_stop,s491,71.0
0.05,1,noncrit_nosignal,s491,89.0
0.05,1,crit_stop,s491,71.0
0.1,1,noncrit_nosignal,s491,89.0
0.1,1,crit_stop,s491,71.0
0.15,1,noncrit_nosignal,s491,89.0
0.15,1,noncrit_nosignal,s491,89.0
0.15,1,noncrit_signal,s491,89.0
0.15,1,noncrit_nosignal,s491,89.0
0.15,1,noncrit_signal,s491,89.0
0.15,1,noncrit_nosignal,s491,89.0
0.15,1,crit_stop,s491,71.0
0.2,1,noncrit_nosignal,s491,89.0
0.2,1,noncrit_nosignal,s491,89.0
0.2,1,crit_stop,s491,71.0
0.25,1,crit_go,s491,71.0
0.25,1,noncrit_signal,s491,89.0
0.25,1,crit_stop,s491,71.0
0.3,1,crit_stop,s491,71.0
0.35,1,noncrit_nosignal,s491,89.0
0.35,1,crit_go,s491,71.0
0.35,1,crit_go,s491,71.0
0.35,1,crit_go,s491,71.0
0.35,1,noncrit_signal,s491,89.0
0.35,1,crit_go,s491,71.0
0.35,1,noncrit_signal,s491,89.0
0.35,1,crit_stop,s491,71.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,crit_go,s491,71.0
0.4,1,noncrit_signal,s491,89.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,crit_go,s491,71.0
0.4,1,crit_go,s491,71.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,noncrit_signal,s491,89.0
0.4,1,noncrit_signal,s491,89.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,noncrit_signal,s491,89.0
0.4,1,crit_stop,s491,71.0
0.45,1,crit_go,s491,71.0
0.45,0,crit_stop,s491,71.0
0.4,1,crit_go,s491,71.0
0.4,1,crit_stop,s491,71.0
0.45,1,crit_go,s491,71.0
0.45,1,noncrit_nosignal,s491,89.0
0.45,1,crit_stop,s491,71.0
0.5,1,noncrit_nosignal,s491,89.0
0.5,1,crit_go,s491,71.0
0.5,0,crit_stop,s491,71.0
0.45,1,crit_go,s491,71.0
0.45,1,noncrit_nosignal,s491,89.0
0.45,1,crit_go,s491,71.0
0.45,1,noncrit_nosignal,s491,89.0
0.45,1,crit_go,s491,71.0
0.45,1,noncrit_signal,s491,89.0
0.45,1,noncrit_nosignal,s491,89.0
0.45,1,crit_go,s491,71.0
0.45,1,crit_go,s491,71.0
0.45,1,noncrit_signal,s491,89.0
0.45,1,noncrit_nosignal,s491,89.0
0.45,1,crit_go,s491,71.0
0.45,0,crit_stop,s491,71.0
0.4,1,crit_go,s491,71.0
0.4,1,crit_go,s491,71.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,crit_go,s491,71.0
0.4,1,noncrit_signal,s491,89.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,crit_stop,s491,71.0
0.45,1,noncrit_nosignal,s491,89.0
0.45,1,crit_go,s491,71.0
0.45,1,crit_stop,s491,71.0
0.5,1,crit_go,s491,71.0
0.5,1,noncrit_nosignal,s491,89.0
0.5,1,crit_go,s491,71.0
0.5,0,crit_stop,s491,71.0
0.45,1,noncrit_nosignal,s491,89.0
0.45,0,crit_stop,s491,71.0
0.4,1,noncrit_signal,s491,89.0
0.4,1,crit_go,s491,71.0
0.4,1,crit_go,s491,71.0
0.4,1,crit_go,s491,71.0
0.4,1,crit_go,s491,71.0
0.4,1,noncrit_signal,s491,89.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,crit_stop,s491,71.0
0.45,1,noncrit_nosignal,s491,89.0
0.45,1,noncrit_signal,s491,89.0
0.45,1,noncrit_nosignal,s491,89.0
0.45,0,crit_stop,s491,71.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,crit_go,s491,71.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,noncrit_signal,s491,89.0
0.4,1,crit_go,s491,71.0
0.4,1,noncrit_nosignal,s491,89.0
0.4,1,crit_go,s491,71.0
0.4,0,crit_stop,s491,71.0
0.35,0,crit_stop,s491,71.0
0.3,1,noncrit_signal,s491,89.0
0.3,1,noncrit_nosignal,s491,89.0
0.3,0,crit_go,s491,71.0
0.3,1,noncrit_nosignal,s491,89.0
0.3,1,noncrit_signal,s491,89.0
0.3,1,crit_stop,s491,71.0
0.35,1,crit_go,s491,71.0
0.35,1,crit_go,s491,71.0
0.35,1,crit_go,s491,71.0
0.35,1,crit_go,s491,71.0
0.35,1,crit_go,s491,71.0
0.35,1,noncrit_signal,s491,89.0
0.35,1,noncrit_signal,s491,89.0
0.35,1,noncrit_signal,s491,89.0
0.35,1,noncrit_nosignal,s491,89.0
0.35,1,noncrit_nosignal,s491,89.0
0.35,1,crit_go,s491,71.0
0.35,0,crit_stop,s491,71.0
0.3,1,crit_stop,s491,71.0
0.35,0,crit_stop,s491,71.0
0.3,1,noncrit_nosignal,s491,89.0
0.3,1,noncrit_nosignal,s491,89.0
0.3,1,noncrit_nosignal,s491,89.0
0.3,1,noncrit_nosignal,s491,89.0
0.3,1,crit_stop,s491,71.0
0.35,0,crit_stop,s491,71.0
0.35,1,noncrit_nosignal,s495,71.0
0.35,1,crit_go,s495,89.0
0.35,1,noncrit_signal,s495,71.0
0.35,1,crit_stop,s495,89.0
0.4,1,crit_go,s495,89.0
0.4,1,crit_stop,s495,89.0
0.45,1,noncrit_nosignal,s495,71.0
0.45,1,noncrit_nosignal,s495,71.0
0.45,1,noncrit_signal,s495,71.0
0.45,1,noncrit_signal,s495,71.0
0.45,1,noncrit_signal,s495,71.0
0.45,1,noncrit_signal,s495,71.0
0.45,1,crit_go,s495,89.0
0.45,1,noncrit_nosignal,s495,71.0
0.45,1,crit_go,s495,89.0
0.45,1,crit_stop,s495,89.0
0.5,0,crit_stop,s495,89.0
0.45,1,noncrit_signal,s495,71.0
0.45,1,noncrit_nosignal,s495,71.0
0.45,1,crit_go,s495,89.0
0.45,0,crit_stop,s495,89.0
0.4,1,crit_go,s495,89.0
0.4,1,noncrit_nosignal,s495,71.0
0.4,1,crit_stop,s495,89.0
0.45,1,crit_go,s495,89.0
0.45,1,noncrit_nosignal,s495,71.0
0.45,1,crit_go,s495,89.0
0.45,1,crit_go,s495,89.0
0.45,1,noncrit_nosignal,s495,71.0
0.45,1,noncrit_signal,s495,71.0
0.45,1,noncrit_nosignal,s495,71.0
0.45,1,crit_go,s495,89.0
0.45,1,noncrit_nosignal,s495,71.0
0.45,0,noncrit_nosignal,s495,71.0
0.45,0,crit_stop,s495,89.0
0.4,1,noncrit_signal,s495,71.0
0.4,1,crit_go,s495,89.0
0.4,1,noncrit_signal,s495,71.0
0.4,1,noncrit_nosignal,s495,71.0
0.4,1,crit_go,s495,89.0
0.4,1,noncrit_nosignal,s495,71.0
0.4,0,crit_stop,s495,89.0
0.35,1,noncrit_nosignal,s495,71.0
0.35,1,crit_stop,s495,89.0
0.4,1,crit_go,s495,89.0
0.4,1,noncrit_signal,s495,71.0
0.4,1,noncrit_signal,s495,71.0
0.4,1,crit_go,s495,89.0
0.4,1,noncrit_nosignal,s495,71.0
0.4,1,noncrit_signal,s495,71.0
0.4,0,crit_stop,s495,89.0
0.35,1,noncrit_nosignal,s495,71.0
0.35,1,noncrit_nosignal,s495,71.0
0.35,0,crit_stop,s495,89.0
0.3,1,noncrit_signal,s495,71.0
0.3,1,noncrit_nosignal,s495,71.0
0.3,1,noncrit_signal,s495,71.0
0.3,1,crit_go,s495,89.0
0.3,1,noncrit_signal,s495,71.0
0.3,0,noncrit_nosignal,s495,71.0
0.3,1,noncrit_signal,s495,71.0
0.3,1,noncrit_nosignal,s495,71.0
0.3,1,crit_go,s495,89.0
0.3,1,noncrit_nosignal,s495,71.0
0.3,0,crit_stop,s495,89.0
0.25,1,noncrit_signal,s495,71.0
0.25,1,noncrit_nosignal,s495,71.0
0.25,1,noncrit_nosignal,s495,71.0
0.25,1,noncrit_nosignal,s495,71.0
0.25,1,noncrit_nosignal,s495,71.0
0.25,1,crit_go,s495,89.0
0.25,0,noncrit_signal,s495,71.0
0.25,1,noncrit_nosignal,s495,71.0
0.25,0,crit_stop,s495,89.0
0.2,1,crit_go,s495,89.0
0.2,1,crit_stop,s495,89.0
0.25,1,noncrit_signal,s495,71.0
0.25,1,crit_go,s495,89.0
0.25,1,noncrit_nosignal,s495,71.0
0.25,1,noncrit_signal,s495,71.0
0.25,1,noncrit_nosignal,s495,71.0
0.25,1,crit_stop,s495,89.0
0.3,1,noncrit_nosignal,s495,71.0
0.3,1,crit_go,s495,89.0
0.3,1,crit_go,s495,89.0
0.3,1,noncrit_nosignal,s495,71.0
0.3,1,noncrit_signal,s495,71.0
0.3,0,crit_stop,s495,89.0
0.25,1,noncrit_signal,s495,71.0
0.25,0,crit_go,s495,89.0
0.25,1,noncrit_nosignal,s495,71.0
0.25,1,crit_go,s495,89.0
0.25,1,noncrit_signal,s495,71.0
0.25,0,crit_stop,s495,89.0
0.2,1,crit_go,s495,89.0
0.2,1,crit_stop,s495,89.0
0.25,1,crit_go,s495,89.0
0.25,1,noncrit_signal,s495,71.0
0.25,1,crit_go,s495,89.0
0.25,1,crit_go,s495,89.0
0.25,1,noncrit_nosignal,s495,71.0
0.25,1,crit_go,s495,89.0
0.25,1,noncrit_signal,s495,71.0
